recording_id,t,ball_id,x,y
rec_1,14.35,9,100.57,174.46
rec_1,14.4,0,317.34,240.09
rec_1,14.4,1,374.6,62.24
rec_1,14.4,2,219.29,115.22
rec_1,14.4,3,164.96,205.01
rec_1,14.4,4,55.01,148.09
rec_1,14.4,5,59.73,167.92
rec_1,14.4,6,346.02,94.71
rec_1,14.4,7,255.05,304.56
rec_1,14.4,8,120.2,78.98
rec_1,14.4,9,97.92,181.47
rec_1,14.45,0,324.84,239.87
rec_1,14.45,1,374.24,54.75
rec_1,14.45,2,219.86,122.7
rec_1,14.45,3,172.45,205.52
rec_1,14.45,4,60.8,143.33
rec_1,14.45,5,63.53,161.45
rec_1,14.45,6,351.93,99.33
rec_1,14.45,7,260.85,299.81
rec_1,14.45,8,118.56,86.29
rec_1,14.45,9,95.39,188.53
rec_1,14.5,0,332.33,239.64
rec_1,14.5,1,373.89,47.26
rec_1,14.5,2,220.43,130.18
rec_1,14.5,3,179.93,206.02
rec_1,14.5,4,66.27,138.2
rec_1,14.5,5,67.56,155.13
rec_1,14.5,6,357.83,103.95
rec_1,14.5,7,266.65,295.05
rec_1,14.5,8,116.91,93.61
rec_1,14.5,9,92.94,195.62
rec_1,14.55,0,339.83,239.42
rec_1,14.55,1,373.54,39.77
rec_1,14.55,2,220.99,137.66
rec_1,14.55,3,187.41,206.52
rec_1,14.55,4,71.42,132.75
rec_1,14.55,5,71.9,149.02
rec_1,14.55,6,363.74,108.57
rec_1,14.55,7,272.45,290.29
rec_1,14.55,8,115.27,100.93
rec_1,14.55,9,90.49,202.71
rec_1,14.6,0,347.33,239.2
rec_1,14.6,1,373.19,32.27
rec_1,14.6,2,221.56,145.14
rec_1,14.6,3,194.9,207.02
rec_1,14.6,4,76.25,127.02
rec_1,14.6,5,76.56,143.14
rec_1,14.6,6,369.65,113.19
rec_1,14.6,7,278.24,285.54
rec_1,14.6,8,113.62,108.25
rec_1,14.6,9,88.05,209.8
rec_1,14.65,0,354.82,238.98
rec_1,14.65,1,372.84,24.78
rec_1,14.65,2,222.12,152.61
rec_1,14.65,3,202.38,207.52
rec_1,14.65,4,80.74,121.01
rec_1,14.65,5,81.53,137.52
rec_1,14.65,6,375,117.81
rec_1,14.65,7,284.04,280.78
rec_1,14.65,8,112.07,115.58
rec_1,14.65,9,85.61,216.89
rec_1,14.7,0,362.32,238.75
rec_1,14.7,1,372.48,18
rec_1,14.7,2,222.69,160.09
rec_1,14.7,3,209.86,208.02
rec_1,14.7,4,84.74,114.67
rec_1,14.7,5,86.79,132.18
rec_1,14.7,6,369.09,122.43
rec_1,14.7,7,289.84,276.03
rec_1,14.7,8,110.93,122.99
rec_1,14.7,9,83.17,223.99
rec_1,14.75,0,369.82,238.53
rec_1,14.75,1,372.13,25.49
rec_1,14.75,2,223.26,167.57
rec_1,14.75,3,217.35,208.53
rec_1,14.75,4,88.13,107.98
rec_1,14.75,5,92.26,127.04
rec_1,14.75,6,363.19,127.06
rec_1,14.75,7,295.64,271.27
rec_1,14.75,8,110.52,130.48
rec_1,14.75,9,80.73,231.08
rec_1,14.8,0,375,238.31
rec_1,14.8,1,371.78,32.98
rec_1,14.8,2,223.85,175.05
rec_1,14.8,3,224.82,209.14
rec_1,14.8,4,90.97,101.04
rec_1,14.8,5,97.75,121.94
rec_1,14.8,6,357.28,131.68
rec_1,14.8,7,301.44,266.51
rec_1,14.8,8,110.85,137.97
rec_1,14.8,9,78.29,238.17
rec_1,14.85,0,367.5,238.08
rec_1,14.85,1,371.43,40.48
rec_1,14.85,2,224.44,182.52
rec_1,14.85,3,232.27,210.01
rec_1,14.85,4,93.44,93.96
rec_1,14.85,5,103.2,116.79
rec_1,14.85,6,351.37,136.3
rec_1,14.85,7,307.24,261.76
rec_1,14.85,8,111.53,145.44
rec_1,14.85,9,75.85,245.26
rec_1,14.9,0,360.01,237.86
rec_1,14.9,1,371.08,47.97
rec_1,14.9,2,224.96,190.01
rec_1,14.9,3,239.68,211.2
rec_1,14.9,4,95.64,86.79
rec_1,14.9,5,108.73,111.72
rec_1,14.9,6,345.47,140.92
rec_1,14.9,7,313.04,257.0
rec_1,14.9,8,112.28,152.9
rec_1,14.9,9,73.4,252.35
rec_1,14.95,0,352.51,237.63
rec_1,14.95,1,370.72,55.46
rec_1,14.95,2,225.25,197.5
rec_1,14.95,3,247.03,212.67
rec_1,14.95,4,97.59,79.55
rec_1,14.95,5,114.44,106.86
rec_1,14.95,6,339.56,145.54
rec_1,14.95,7,318.84,252.24
rec_1,14.95,8,113.04,160.36
rec_1,14.95,9,70.96,259.44
rec_1,15.0,0,345.02,237.31
rec_1,15.0,1,370.37,62.95
rec_1,15.0,2,225.22,205.0
rec_1,15.0,3,254.35,214.31
rec_1,15.0,4,99.33,72.25
rec_1,15.0,5,120.34,102.22
rec_1,15.0,6,333.65,150.16
rec_1,15.0,7,324.6,247.44
rec_1,15.0,8,113.8,167.83
rec_1,15.0,9,68.52,266.53
rec_1,15.05,0,337.54,236.74
rec_1,15.05,1,370.02,70.44
rec_1,15.05,2,224.88,212.49
rec_1,15.05,3,261.66,215.97
rec_1,15.05,4,100.93,64.92
rec_1,15.05,5,126.35,97.75
rec_1,15.05,6,327.74,154.78
rec_1,15.05,7,330.29,242.55
rec_1,15.05,8,114.56,175.29
rec_1,15.05,9,66.08,273.63
rec_1,15.1,0,330.13,235.61
rec_1,15.1,1,369.67,77.93
rec_1,15.1,2,224.35,219.97
rec_1,15.1,3,268.98,217.62
rec_1,15.1,4,102.44,57.58
rec_1,15.1,5,132.44,93.36
rec_1,15.1,6,321.84,159.41
rec_1,15.1,7,336.04,237.74
rec_1,15.1,8,115.32,182.75
rec_1,15.1,9,63.64,280.72
rec_1,15.15,0,322.76,234.23
rec_1,15.15,1,369.32,85.43
rec_1,15.15,2,223.76,227.45
rec_1,15.15,3,276.3,219.25
rec_1,15.15,4,103.95,50.23
rec_1,15.15,5,138.53,88.99
rec_1,15.15,6,315.93,164.03
rec_1,15.15,7,342.16,233.41
rec_1,15.15,8,116.08,190.21
rec_1,15.15,9,61.2,287.81
rec_1,15.2,0,315.36,232.96
rec_1,15.2,1,368.97,92.92
rec_1,15.2,2,223.17,234.93
rec_1,15.2,3,283.62,220.88
rec_1,15.2,4,105.45,42.88
rec_1,15.2,5,144.62,84.61
rec_1,15.2,6,310.02,168.65
rec_1,15.2,7,348.44,229.32
rec_1,15.2,8,116.84,197.67
rec_1,15.2,9,58.76,294.9
rec_1,15.25,0,307.95,231.82
rec_1,15.25,1,368.61,100.41
rec_1,15.25,2,222.59,242.4
rec_1,15.25,3,290.95,222.46
rec_1,15.25,4,106.95,35.53
rec_1,15.25,5,150.71,80.24
rec_1,15.25,6,304.12,173.27
rec_1,15.25,7,354.8,225.33
rec_1,15.25,8,117.6,205.13
rec_1,15.25,9,56.31,301.99
rec_1,15.3,0,300.51,230.91
rec_1,15.3,1,368.26,107.9
rec_1,15.3,2,222.0,249.88
rec_1,15.3,3,298.32,223.86
rec_1,15.3,4,108.46,28.19
rec_1,15.3,5,156.81,75.86
rec_1,15.3,6,298.21,177.89
rec_1,15.3,7,361.16,221.36
rec_1,15.3,8,118.36,212.59
rec_1,15.3,9,53.87,309.08
rec_1,15.35,0,293.02,230.61
rec_1,15.35,1,367.91,115.39
rec_1,15.35,2,221.41,257.36
rec_1,15.35,3,305.77,224.68
rec_1,15.35,4,109.96,20.84
rec_1,15.35,5,162.9,71.49
rec_1,15.35,6,292.29,182.5
rec_1,15.35,7,367.52,217.39
rec_1,15.35,8,119.12,220.06
rec_1,15.35,9,51.43,316.18
rec_1,15.4,0,285.52,230.64
rec_1,15.4,1,367.56,122.88
rec_1,15.4,2,220.82,264.83
rec_1,15.4,3,313.25,225.18
rec_1,15.4,4,111.46,20.45
rec_1,15.4,5,168.99,67.12
rec_1,15.4,6,286.35,187.07
rec_1,15.4,7,373.88,213.41
rec_1,15.4,8,119.88,227.52
rec_1,15.4,9,48.99,322
rec_1,15.45,0,278.02,230.82
rec_1,15.45,1,367.21,130.38
rec_1,15.45,2,220.23,272.31
rec_1,15.45,3,320.74,225.58
rec_1,15.45,4,112.96,27.8
rec_1,15.45,5,175.09,62.74
rec_1,15.45,6,280.36,191.6
rec_1,15.45,7,370.76,209.44
rec_1,15.45,8,120.63,234.98
rec_1,15.45,9,46.55,314.91
rec_1,15.5,0,270.53,231.16
rec_1,15.5,1,366.86,137.87
rec_1,15.5,2,219.64,279.79
rec_1,15.5,3,328.23,225.97
rec_1,15.5,4,114.47,35.15
rec_1,15.5,5,181.18,58.37
rec_1,15.5,6,274.31,196.02
rec_1,15.5,7,364.4,205.47
rec_1,15.5,8,121.39,242.44
rec_1,15.5,9,44.11,307.82
rec_1,15.55,0,263.05,231.73
rec_1,15.55,1,366.5,145.36
rec_1,15.55,2,219.06,287.26
rec_1,15.55,3,335.72,226.42
rec_1,15.55,4,115.97,42.49
rec_1,15.55,5,187.27,53.99
rec_1,15.55,6,268.16,200.31
rec_1,15.55,7,358.09,201.41
rec_1,15.55,8,122.15,249.9
rec_1,15.55,9,41.67,300.73
rec_1,15.6,0,255.6,232.59
rec_1,15.6,1,366.15,152.85
rec_1,15.6,2,218.47,294.74
rec_1,15.6,3,343.19,227.08
rec_1,15.6,4,117.47,49.84
rec_1,15.6,5,193.36,49.62
rec_1,15.6,6,261.88,204.42
rec_1,15.6,7,351.93,197.14
rec_1,15.6,8,122.91,257.36
rec_1,15.6,9,39.22,293.63
rec_1,15.65,0,248.19,233.78
rec_1,15.65,1,365.81,160.34
rec_1,15.65,2,217.88,302.22
rec_1,15.65,3,350.63,228.03
rec_1,15.65,4,118.98,57.19
rec_1,15.65,5,199.46,45.25
rec_1,15.65,6,255.47,208.3
rec_1,15.65,7,345.91,192.67
rec_1,15.65,8,123.67,264.82
rec_1,15.65,9,36.78,286.54
rec_1,15.7,0,240.86,235.34
rec_1,15.7,1,365.56,167.84
rec_1,15.7,2,217.29,309.7
rec_1,15.7,3,358.04,229.19
rec_1,15.7,4,120.48,64.54
rec_1,15.7,5,205.55,40.87
rec_1,15.7,6,248.91,211.94
rec_1,15.7,7,339.88,188.2
rec_1,15.7,8,124.43,272.29
rec_1,15.7,9,34.34,279.45
rec_1,15.75,0,233.61,237.26
rec_1,15.75,1,365.53,175.34
rec_1,15.75,2,216.7,317.17
rec_1,15.75,3,365.44,230.41
rec_1,15.75,4,121.98,71.88
rec_1,15.75,5,211.64,36.5
rec_1,15.75,6,242.21,215.3
rec_1,15.75,7,333.72,183.92
rec_1,15.75,8,125.19,279.75
rec_1,15.75,9,31.9,272.36
rec_1,15.8,0,226.46,239.53
rec_1,15.8,1,365.75,182.84
rec_1,15.8,2,216.12,319.51
rec_1,15.8,3,372.84,231.62
rec_1,15.8,4,123.48,79.23
rec_1,15.8,5,217.73,32.12
rec_1,15.8,6,235.37,218.38
rec_1,15.8,7,327.45,179.81
rec_1,15.8,8,125.95,287.21
rec_1,15.8,9,29.46,265.27
rec_1,15.85,0,219.43,242.14
rec_1,15.85,1,366.14,190.33
rec_1,15.85,2,215.53,312.03
rec_1,15.85,3,370.07,232.83
rec_1,15.85,4,124.99,86.58
rec_1,15.85,5,223.83,27.75
rec_1,15.85,6,228.39,221.13
rec_1,15.85,7,321.13,175.77
rec_1,15.85,8,126.71,294.67
rec_1,15.85,9,27.02,258.18
rec_1,15.9,0,212.53,245.07
rec_1,15.9,1,366.56,197.81
rec_1,15.9,2,214.94,304.55
rec_1,15.9,3,362.68,234.13
rec_1,15.9,4,126.49,93.93
rec_1,15.9,5,229.92,23.38
rec_1,15.9,6,221.29,223.56
rec_1,15.9,7,314.81,171.74
rec_1,15.9,8,127.47,302.13
rec_1,15.9,9,24.58,251.08
rec_1,15.95,0,205.76,248.3
rec_1,15.95,1,367.01,205.3
rec_1,15.95,2,214.35,297.08
rec_1,15.95,3,355.33,235.62
rec_1,15.95,4,127.99,101.28
rec_1,15.95,5,236.01,19.0
rec_1,15.95,6,214.09,225.62
rec_1,15.95,7,308.48,167.71
rec_1,15.95,8,128.23,309.59
rec_1,15.95,9,22.13,243.99
rec_1,16.0,0,199.13,251.8
rec_1,16.0,1,367.58,212.78
rec_1,16.0,2,213.77,289.6
rec_1,16.0,3,348.03,237.33
rec_1,16.0,4,129.49,108.62
rec_1,16.0,5,242.1,20.92
rec_1,16.0,6,206.78,227.33
rec_1,16.0,7,302.16,163.67
rec_1,16.0,8,128.99,317.05
rec_1,16.0,9,19.69,236.9
rec_1,16.05,0,192.58,255.45
rec_1,16.05,1,368.37,220.24
rec_1,16.05,2,213.22,282.12
rec_1,16.05,3,340.77,239.23
rec_1,16.05,4,131.0,115.97
rec_1,16.05,5,248.2,25.29
rec_1,16.05,6,199.4,228.66
rec_1,16.05,7,295.83,159.64
rec_1,16.05,8,129.75,319.51
rec_1,16.05,9,18,229.81
rec_1,16.1,0,186.04,259.13
rec_1,16.1,1,369.38,227.67
rec_1,16.1,2,212.83,274.63
rec_1,16.1,3,333.54,241.22
rec_1,16.1,4,132.5,123.32
rec_1,16.1,5,254.29,29.66
rec_1,16.1,6,191.97,229.64
rec_1,16.1,7,289.51,155.61
rec_1,16.1,8,130.51,312.05
rec_1,16.1,9,20.44,222.72
rec_1,16.15,0,179.5,262.8
rec_1,16.15,1,370.56,235.07
rec_1,16.15,2,212.7,267.13
rec_1,16.15,3,326.31,243.22
rec_1,16.15,4,134.0,130.67
rec_1,16.15,5,260.38,34.04
rec_1,16.15,6,184.5,230.3
rec_1,16.15,7,283.19,151.58
rec_1,16.15,8,131.27,304.59
rec_1,16.15,9,22.88,215.63
rec_1,16.2,0,172.98,266.52
rec_1,16.2,1,371.79,242.47
rec_1,16.2,2,212.83,259.63
rec_1,16.2,3,319.08,245.22
rec_1,16.2,4,135.51,138.02
rec_1,16.2,5,266.47,38.41
rec_1,16.2,6,177.01,230.68
rec_1,16.2,7,276.86,147.55
rec_1,16.2,8,132.02,297.13
rec_1,16.2,9,25.32,208.54
rec_1,16.25,0,166.53,270.34
rec_1,16.25,1,373.01,249.87
rec_1,16.25,2,213.1,252.14
rec_1,16.25,3,311.86,247.22
rec_1,16.25,4,137.01,145.36
rec_1,16.25,5,272.57,42.79
rec_1,16.25,6,169.51,230.84
rec_1,16.25,7,270.54,143.52
rec_1,16.25,8,132.78,289.67
rec_1,16.25,9,27.77,201.44
rec_1,16.3,0,160.15,274.28
rec_1,16.3,1,374.23,257.27
rec_1,16.3,2,213.37,244.64
rec_1,16.3,3,304.63,249.23
rec_1,16.3,4,138.51,152.71
rec_1,16.3,5,278.66,47.16
rec_1,16.3,6,162.01,230.85
rec_1,16.3,7,264.21,139.49
rec_1,16.3,8,133.4,282.19
rec_1,16.3,9,30.21,194.35
rec_1,16.35,0,153.86,278.36
rec_1,16.35,1,374.59,264.67
rec_1,16.35,2,213.65,237.15
rec_1,16.35,3,297.4,251.23
rec_1,16.35,4,140.01,160.06
rec_1,16.35,5,284.75,51.53
rec_1,16.35,6,154.51,230.79
rec_1,16.35,7,257.89,135.45
rec_1,16.35,8,133.66,274.7
rec_1,16.35,9,32.65,187.26
rec_1,16.4,0,147.78,282.75
rec_1,16.4,1,373.37,272.07
rec_1,16.4,2,213.92,229.65
rec_1,16.4,3,290.17,253.23
rec_1,16.4,4,141.52,167.41
rec_1,16.4,5,290.84,55.91
rec_1,16.4,6,147.01,230.71
rec_1,16.4,7,251.56,131.42
rec_1,16.4,8,133.42,267.2
rec_1,16.4,9,35.09,180.17
rec_1,16.45,0,142.0,287.52
rec_1,16.45,1,372.15,279.47
rec_1,16.45,2,214.19,222.16
rec_1,16.45,3,282.95,255.24
rec_1,16.45,4,143.02,174.76
rec_1,16.45,5,296.94,60.28
rec_1,16.45,6,139.51,230.48
rec_1,16.45,7,245.24,127.39
rec_1,16.45,8,132.79,259.73
rec_1,16.45,9,37.53,173.08
rec_1,16.5,0,136.43,292.55
rec_1,16.5,1,370.92,286.87
rec_1,16.5,2,214.47,214.66
rec_1,16.5,3,275.72,257.24
rec_1,16.5,4,144.52,182.1
rec_1,16.5,5,303.03,64.66
rec_1,16.5,6,132.04,229.91
rec_1,16.5,7,238.92,123.36
rec_1,16.5,8,131.98,252.27
rec_1,16.5,9,39.97,165.99
rec_1,16.55,0,130.93,297.65
rec_1,16.55,1,369.7,294.27
rec_1,16.55,2,214.74,207.17
rec_1,16.55,3,268.49,259.24
rec_1,16.55,4,146.03,189.45
rec_1,16.55,5,309.12,69.03
rec_1,16.55,6,124.61,228.87
rec_1,16.55,7,232.59,119.33
rec_1,16.55,8,131.11,244.82
rec_1,16.55,9,42.41,158.9
rec_1,16.6,0,125.44,302.76
rec_1,16.6,1,368.48,301.67
rec_1,16.6,2,215.02,199.67
rec_1,16.6,3,261.26,261.24
rec_1,16.6,4,147.56,196.79
rec_1,16.6,5,315.21,73.4
rec_1,16.6,6,117.26,227.38
rec_1,16.6,7,226.27,115.3
rec_1,16.6,8,130.41,237.36
rec_1,16.6,9,44.86,151.8
rec_1,16.65,0,119.95,307.87
rec_1,16.65,1,367.25,309.07
rec_1,16.65,2,215.29,192.18
rec_1,16.65,3,254.03,263.25
rec_1,16.65,4,149.19,204.11
rec_1,16.65,5,321.31,77.78
rec_1,16.65,6,109.95,225.71
rec_1,16.65,7,219.94,111.26
rec_1,16.65,8,130.12,229.86
rec_1,16.65,9,47.3,144.71
rec_1,16.7,0,114.46,312.98
rec_1,16.7,1,366.03,316.47
rec_1,16.7,2,215.57,184.68
rec_1,16.7,3,246.81,265.25
rec_1,16.7,4,151.08,211.37
rec_1,16.7,5,327.4,82.15
rec_1,16.7,6,102.63,224.06
rec_1,16.7,7,213.62,107.23
rec_1,16.7,8,130.16,222.36
rec_1,16.7,9,49.74,137.62
rec_1,16.75,0,108.97,318.09
rec_1,16.75,1,364.81,322
rec_1,16.75,2,215.84,177.19
rec_1,16.75,3,239.58,267.25
rec_1,16.75,4,153.4,218.5
rec_1,16.75,5,333.49,86.52
rec_1,16.75,6,95.3,222.5
rec_1,16.75,7,207.29,103.2
rec_1,16.75,8,130.18,214.86
rec_1,16.75,9,52.18,130.53
rec_1,16.8,0,103.48,322
rec_1,16.8,1,363.58,314.6
rec_1,16.8,2,216.11,169.69
rec_1,16.8,3,232.35,269.25
rec_1,16.8,4,156.09,225.5
rec_1,16.8,5,339.58,90.9
rec_1,16.8,6,87.94,221.03
rec_1,16.8,7,200.97,99.17
rec_1,16.8,8,129.98,207.37
rec_1,16.8,9,54.62,123.44
rec_1,16.85,0,97.98,316.89
rec_1,16.85,1,362.36,307.2
rec_1,16.85,2,216.39,162.2
rec_1,16.85,3,225.12,271.26
rec_1,16.85,4,158.95,232.44
rec_1,16.85,5,345.68,95.27
rec_1,16.85,6,80.58,219.59
rec_1,16.85,7,194.65,95.14
rec_1,16.85,8,129.59,199.88
rec_1,16.85,9,57.06,116.35
rec_1,16.9,0,92.49,311.78
rec_1,16.9,1,361.14,299.8
rec_1,16.9,2,216.66,154.7
rec_1,16.9,3,217.9,273.26
rec_1,16.9,4,161.83,239.36
rec_1,16.9,5,351.77,99.65
rec_1,16.9,6,73.22,218.15
rec_1,16.9,7,188.32,91.11
rec_1,16.9,8,129.15,192.39
rec_1,16.9,9,59.5,109.25
rec_1,16.95,0,87.0,306.68
rec_1,16.95,1,359.91,292.4
rec_1,16.95,2,216.94,147.21
rec_1,16.95,3,210.67,275.26
rec_1,16.95,4,164.72,246.28
rec_1,16.95,5,357.86,104.02
rec_1,16.95,6,65.86,216.71
rec_1,16.95,7,182.0,87.07
rec_1,16.95,8,128.71,184.9
rec_1,16.95,9,61.95,102.16
rec_1,17.0,0,81.51,301.57
rec_1,17.0,1,358.69,285.0
rec_1,17.0,2,217.21,139.71
rec_1,17.0,3,203.44,277.26
rec_1,17.0,4,167.6,253.2
rec_1,17.0,5,363.95,108.39
rec_1,17.0,6,58.5,215.27
rec_1,17.0,7,175.67,83.04
rec_1,17.0,8,128.27,177.42
rec_1,17.0,9,64.39,95.07
rec_1,17.05,0,76.02,296.46
rec_1,17.05,1,357.47,277.6
rec_1,17.05,2,217.49,132.22
rec_1,17.05,3,196.23,279.33
rec_1,17.05,4,170.45,260.15
rec_1,17.05,5,370.05,112.77
rec_1,17.05,6,51.14,213.82
rec_1,17.05,7,169.35,79.01
rec_1,17.05,8,127.82,169.93
rec_1,17.05,9,66.83,87.98
rec_1,17.1,0,70.53,291.35
rec_1,17.1,1,356.24,270.2
rec_1,17.1,2,217.76,124.72
rec_1,17.1,3,189.09,281.62
rec_1,17.1,4,173.14,267.14
rec_1,17.1,5,375,117.14
rec_1,17.1,6,43.78,212.38
rec_1,17.1,7,163.02,74.98
rec_1,17.1,8,127.38,162.44
rec_1,17.1,9,69.27,80.89
rec_1,17.15,0,65.03,286.24
rec_1,17.15,1,355.02,262.8
rec_1,17.15,2,218.03,117.23
rec_1,17.15,3,182.11,284.35
rec_1,17.15,4,175.63,274.22
rec_1,17.15,5,368.91,121.52
rec_1,17.15,6,36.42,210.94
rec_1,17.15,7,156.7,70.95
rec_1,17.15,8,126.94,154.96
rec_1,17.15,9,71.71,73.8
rec_1,17.2,0,59.54,281.14
rec_1,17.2,1,353.8,255.4
rec_1,17.2,2,218.31,109.73
rec_1,17.2,3,175.39,287.69
rec_1,17.2,4,178.0,281.34
rec_1,17.2,5,362.81,125.89
rec_1,17.2,6,29.06,209.5
rec_1,17.2,7,150.38,66.92
rec_1,17.2,8,126.5,147.47
rec_1,17.2,9,74.15,66.71
rec_1,17.25,0,54.05,276.03
rec_1,17.25,1,352.57,248.0
rec_1,17.25,2,218.58,102.24
rec_1,17.25,3,168.89,291.43
rec_1,17.25,4,180.81,288.29
rec_1,17.25,5,356.72,130.26
rec_1,17.25,6,21.7,208.06
rec_1,17.25,7,144.05,62.88
rec_1,17.25,8,126.06,139.98
rec_1,17.25,9,76.59,59.61
rec_1,17.3,0,48.56,270.92
rec_1,17.3,1,351.35,240.6
rec_1,17.3,2,218.86,94.74
rec_1,17.3,3,162.32,295.05
rec_1,17.3,4,184.23,294.96
rec_1,17.3,5,350.63,134.64
rec_1,17.3,6,20.45,206.62
rec_1,17.3,7,137.73,58.85
rec_1,17.3,8,125.62,132.49
rec_1,17.3,9,79.04,52.52
rec_1,17.35,0,43.07,265.81
rec_1,17.35,1,350.13,233.21
rec_1,17.35,2,219.13,87.25
rec_1,17.35,3,155.65,298.47
rec_1,17.35,4,188.04,301.42
rec_1,17.35,5,344.54,139.01
rec_1,17.35,6,27.81,205.17
rec_1,17.35,7,131.4,54.82
rec_1,17.35,8,125.18,125.01
rec_1,17.35,9,81.48,45.43
rec_1,17.4,0,37.58,260.7
rec_1,17.4,1,348.9,225.81
rec_1,17.4,2,219.41,79.75
rec_1,17.4,3,148.91,301.76
rec_1,17.4,4,192.05,307.76
rec_1,17.4,5,338.44,143.39
rec_1,17.4,6,35.17,203.73
rec_1,17.4,7,125.08,50.79
rec_1,17.4,8,124.74,117.52
rec_1,17.4,9,83.92,38.34
rec_1,17.45,0,32.08,255.6
rec_1,17.45,1,347.68,218.41
rec_1,17.45,2,219.68,72.26
rec_1,17.45,3,142.16,305.02
rec_1,17.45,4,196.11,314.06
rec_1,17.45,5,332.35,147.76
rec_1,17.45,6,42.53,202.29
rec_1,17.45,7,118.77,46.74
rec_1,17.45,8,124.3,110.03
rec_1,17.45,9,86.28,31.22
rec_1,17.5,0,26.59,250.49
rec_1,17.5,1,346.46,211.01
rec_1,17.5,2,219.95,64.76
rec_1,17.5,3,135.4,308.27
rec_1,17.5,4,200.17,320.37
rec_1,17.5,5,326.26,152.13
rec_1,17.5,6,49.89,200.85
rec_1,17.5,7,112.46,42.67
rec_1,17.5,8,123.86,102.55
rec_1,17.5,9,88.44,24.04
rec_1,17.55,0,21.1,245.38
rec_1,17.55,1,345.23,203.61
rec_1,17.55,2,220.23,57.27
rec_1,17.55,3,128.64,311.52
rec_1,17.55,4,204.23,317.8
rec_1,17.55,5,320.17,156.51
rec_1,17.55,6,57.25,199.41
rec_1,17.55,7,106.14,38.64
rec_1,17.55,8,123.42,95.06
rec_1,17.55,9,90.31,18
rec_1,17.6,0,19.83,240.27
rec_1,17.6,1,344.01,196.21
rec_1,17.6,2,220.5,49.77
rec_1,17.6,3,121.88,314.78
rec_1,17.6,4,208.29,311.49
rec_1,17.6,5,314.07,160.88
rec_1,17.6,6,64.61,197.97
rec_1,17.6,7,99.75,34.72
rec_1,17.6,8,122.98,87.57
rec_1,17.6,9,91.95,25.32
rec_1,17.65,0,25.32,235.16
rec_1,17.65,1,342.8,188.81
rec_1,17.65,2,220.78,42.28
rec_1,17.65,3,115.12,318.03
rec_1,17.65,4,212.35,305.18
rec_1,17.65,5,307.97,165.24
rec_1,17.65,6,71.97,196.52
rec_1,17.65,7,93.24,30.99
rec_1,17.65,8,122.53,80.08
rec_1,17.65,9,93.23,32.71
rec_1,17.7,0,30.81,230.06
rec_1,17.7,1,341.66,181.39
rec_1,17.7,2,221.05,34.78
rec_1,17.7,3,108.37,321.28
rec_1,17.7,4,216.41,298.88
rec_1,17.7,5,301.82,169.53
rec_1,17.7,6,79.33,195.08
rec_1,17.7,7,86.92,26.96
rec_1,17.7,8,122.09,72.6
rec_1,17.7,9,94.36,40.12
rec_1,17.75,0,36.31,224.95
rec_1,17.75,1,340.6,173.97
rec_1,17.75,2,221.33,27.29
rec_1,17.75,3,101.61,319.83
rec_1,17.75,4,220.47,292.57
rec_1,17.75,5,295.62,173.75
rec_1,17.75,6,86.69,193.64
rec_1,17.75,7,80.75,22.69
rec_1,17.75,8,121.71,65.11
rec_1,17.75,9,95.65,47.51
rec_1,17.8,0,41.8,219.84
rec_1,17.8,1,339.58,166.54
rec_1,17.8,2,221.6,19.79
rec_1,17.8,3,94.85,316.58
rec_1,17.8,4,224.52,286.26
rec_1,17.8,5,289.41,177.95
rec_1,17.8,6,94.05,192.2
rec_1,17.8,7,74.67,18.3
rec_1,17.8,8,121.59,57.61
rec_1,17.8,9,96.84,54.91
rec_1,17.85,0,47.29,214.73
rec_1,17.85,1,338.56,159.11
rec_1,17.85,2,221.87,23.0
rec_1,17.85,3,88.09,313.32
rec_1,17.85,4,228.58,279.96
rec_1,17.85,5,283.2,182.16
rec_1,17.85,6,101.41,190.76
rec_1,17.85,7,68.61,20.95
rec_1,17.85,8,121.88,50.12
rec_1,17.85,9,97.66,62.37
rec_1,17.9,0,52.78,209.62
rec_1,17.9,1,337.55,151.68
rec_1,17.9,2,222.15,30.49
rec_1,17.9,3,81.34,310.07
rec_1,17.9,4,232.64,273.65
rec_1,17.9,5,276.99,186.36
rec_1,17.9,6,108.78,189.32
rec_1,17.9,7,62.55,25.37
rec_1,17.9,8,122.5,42.64
rec_1,17.9,9,98.13,69.85
rec_1,17.95,0,58.27,204.52
rec_1,17.95,1,336.53,144.25
rec_1,17.95,2,222.42,37.99
rec_1,17.95,3,74.58,306.82
rec_1,17.95,4,236.7,267.35
rec_1,17.95,5,270.78,190.57
rec_1,17.95,6,116.14,187.87
rec_1,17.95,7,56.5,29.79
rec_1,17.95,8,123.26,35.18
rec_1,17.95,9,98.45,77.35
rec_1,18.0,0,63.76,199.41
rec_1,18.0,1,335.51,136.82
rec_1,18.0,2,222.7,45.48
rec_1,18.0,3,67.82,303.56
rec_1,18.0,4,240.76,261.04
rec_1,18.0,5,264.56,194.77
rec_1,18.0,6,123.5,186.43
rec_1,18.0,7,50.44,34.21
rec_1,18.0,8,124.02,27.72
rec_1,18.0,9,98.75,84.84
rec_1,18.05,0,69.26,194.3
rec_1,18.05,1,334.49,129.39
rec_1,18.05,2,222.97,52.98
rec_1,18.05,3,61.06,300.31
rec_1,18.05,4,244.82,254.73
